key_id,_id,ltable_id,rtable_id,ltable_Name,ltable_Phone,ltable_Zipcode,ltable_State,ltable_City,ltable_Address,ltable_Delivery,ltable_Takeout,ltable_Outdoor_seating,rtable_Name,rtable_Phone,rtable_Zipcode,rtable_State,rtable_City,rtable_Address,rtable_Delivery,rtable_Takeout,rtable_Outdoor_seating
274,373736,2549,1806,Seven Hills,(415) 775-1550,94109,CA,San Francisco,1550 Hyde St,0,0,0,Miller's East Coast Deli,(415) 563-3542,94109,CA,San Francisco,1725 Polk Street,0,1,0
275,330894,2460,1500,Tartine Bakery & Cafe,(415) 487-2600,94110,CA,San Francisco,600 Guerrero St,0,1,1,Tartine Bakery,(415) 487-2600,94110,CA,San Francisco,600 Guerrero Street,0,1,0
276,330934,3045,1500,Yuzuki Japanese Eatery,(415) 556-9898,94110,CA,San Francisco,598 Guerrero St,0,0,0,Tartine Bakery,(415) 487-2600,94110,CA,San Francisco,600 Guerrero Street,0,1,0
277,5391,344,21,RL Restaurant,(312) 475-1100,60611,IL,Chicago,115 E Chicago Ave,0,0,1,Grand Lux Cafe,(312) 276-2500,60611,IL,Chicago,600 N Michigan Avenue,0,1,0
278,5427,464,21,Bandera Restaurant,(312) 644-3524,60611,IL,Chicago,535 N Michigan Ave,0,1,0,Grand Lux Cafe,(312) 276-2500,60611,IL,Chicago,600 N Michigan Avenue,0,1,0
279,357295,2893,1715,Hog Island Oyster Co,(415) 391-7117,94111,CA,San Francisco,1 Ferry Bldg,0,0,1,Boulettes Larder,(415) 399-1155,94111,CA,San Francisco,Ferry Building,0,0,1
280,6261,344,25,RL Restaurant,(312) 475-1100,60611,IL,Chicago,115 E Chicago Ave,0,0,1,Billy Goat Tavern,(312) 222-1525,60611,IL,Chicago,430 N Michigan Avenue,0,1,0
281,6297,464,25,Bandera Restaurant,(312) 644-3524,60611,IL,Chicago,535 N Michigan Ave,0,1,0,Billy Goat Tavern,(312) 222-1525,60611,IL,Chicago,430 N Michigan Avenue,0,1,0
282,16766,715,73,Le Colonial,(312) 255-0088,60611,IL,Chicago,937 N Rush St,0,1,1,Le Colonial,(312) 255-0088,60611,IL,Chicago,937 N Rush Street,0,1,1
283,175625,1230,803,The Meatball Shop,(212) 982-8895,10002,NY,New York,84 Stanton St,1,1,1,Stanton Social,(212) 995-0099,10002,NY,New York,99 Stanton Street,0,0,0
284,175629,1302,803,Clinton Street Baking Company,(646) 602-6263,10002,NY,New York,4 Clinton St,1,1,0,Stanton Social,(212) 995-0099,10002,NY,New York,99 Stanton Street,0,0,0
285,439346,2905,2243,Marcello’s Pizza,(415) 863-3900,94114,CA,San Francisco,420 Castro St,1,1,1,Zapata,(415) 861-4470,94114,CA,San Francisco,4150 18th Street,0,1,0
286,439349,2912,2243,Lupa Trattoria,(415) 282-5872,94114,CA,San Francisco,4109 24th St,0,1,0,Zapata,(415) 861-4470,94114,CA,San Francisco,4150 18th Street,0,1,0
287,439371,3061,2243,Eureka Restaurant & Lounge,(415) 431-6000,94114,CA,San Francisco,4063 18th St,0,1,0,Zapata,(415) 861-4470,94114,CA,San Francisco,4150 18th Street,0,1,0
288,390854,2804,1929,Cordon Bleu,(415) 673-5637,94109,CA,San Francisco,1574 California St,0,1,0,MyMy Coffee Shop,(415) 800-7466,94109,CA,San Francisco,1500 California Street,0,1,1
289,390860,2857,1929,Mymy,(415) 800-7466,94109,CA,San Francisco,1500 California St,0,1,1,MyMy Coffee Shop,(415) 800-7466,94109,CA,San Francisco,1500 California Street,0,1,1
290,320536,1139,1442,Del Posto,(212) 497-8090,10011,NY,New York,85 10th Ave,0,0,0,Tipsy Parson,(212) 620-4545,10011,NY,New York,156 Ninth Avenue,0,1,0
291,419440,3059,2102,Garibaldi’s,(415) 563-8841,94115,CA,San Francisco,347 Presidio Ave,0,1,0,Garibaldi's,(415) 563-8841,94115,CA,San Francisco,347 Presidio Avenue,0,1,0
292,76513,667,334,Meatheads,(773) 525-5300,60618,IL,Chicago,3304 N Western Ave,0,1,0,Arun's,(773) 539-1909,60618,IL,Chicago,4156 N Kedzie Avenue,0,0,0
293,129078,97,575,Schwa,(773) 252-1466,60622,IL,Chicago,1466 N Ashland Ave,0,0,0,Schwa,(773) 252-1466,60622,IL,Chicago,1466 N. Ashland Avenue,0,1,0
294,692659,2108,3388,Macrina Bakery & Cafe,(206) 283-5900,98119,WA,Seattle,615 W McGraw St,0,1,1,Macrina Bakery,(206) 283-5900,98119,WA,Seattle,615 West McGraw Street,0,1,0
295,218358,1025,1002,Scarpetta,(212) 691-0555,10014,NY,New York,355 W 14th St,0,0,1,Extra Virgin,(212) 691-9359,10014,NY,New York,259 W 4th Street,1,1,0
296,218382,1398,1002,Ramen-Ya,(212) 989-5440,10014,NY,New York,181 W 4th St,0,1,0,Extra Virgin,(212) 691-9359,10014,NY,New York,259 W 4th Street,1,1,0
297,142664,476,641,New Rebozo Chicago,(312) 202-9141,60611,IL,Chicago,46 E Superior St,1,1,1,New Rebozo Chicago,(312) 202-4191,60611,IL,Chicago,46 E Superior Street,0,1,1
298,418018,2498,2089,Espetus Brazilian Steak House,(415) 552-8792,94102,CA,San Francisco,1686 Market St,0,0,0,Minas Brazilian Restaurant & Cachacaria,(415) 626-8727,94102,CA,San Francisco,41 Franklin Street,0,1,0
299,229072,1593,1054,Hillstone Restaurant,(212) 689-1090,10010,NY,New York,378 Park Ave S,0,0,0,Markt,(212) 727-3314,10010,NY,New York,676 6th Avenue,0,0,1
300,59424,158,245,Homeslice,(312) 789-4600,60614,IL,Chicago,938 W Webster,1,1,1,Shine,(773) 296-0101,60614,IL,Chicago,756 W. Webster Avenue,0,1,1
301,59473,610,245,Floriole Cafe & Bakery,(773) 883-1313,60614,IL,Chicago,1220 W Webster Ave,0,1,1,Shine,(773) 296-0101,60614,IL,Chicago,756 W. Webster Avenue,0,1,1
302,59483,720,245,Geja’s Cafe,(773) 281-9101,60614,IL,Chicago,340 W Armitage Ave,1,1,0,Shine,(773) 296-0101,60614,IL,Chicago,756 W. Webster Avenue,0,1,1
303,441298,2509,2249,Thai Idea Vegetarian,(415) 440-8344,94109,CA,San Francisco,710 Polk St,0,1,0,Victor's Pizzeria,(415) 885-1660,94109,CA,San Francisco,1411 Polk Street,1,1,0
304,441312,2702,2249,Leopold’s,(415) 474-2000,94109,CA,San Francisco,2400 Polk St,0,0,0,Victor's Pizzeria,(415) 885-1660,94109,CA,San Francisco,1411 Polk Street,1,1,0
305,62276,43,260,Joe’s Seafood,(312) 379-5637,60611,IL,Chicago,60 E Grand Ave,1,1,0,Soupbox,(312) 951-5900,60611,IL,Chicago,50 E. Avenue,0,1,1
306,309879,1233,1394,Buvette,(212) 255-3590,10014,NY,New York,42 Grove St,0,0,1,Sweet Revenge,(212) 242-2240,10014,NY,New York,62 Carmine Street,0,1,0
307,127202,751,559,Kiki’s Bistro,(312) 335-5454,60610,IL,Chicago,900 N Franklin St,0,1,1,Kiki's Bistro,(312) 335-5454,60610,IL,Chicago,900 N. Franklin Street,0,0,1
308,701568,2098,3432,Marination Ma Kai,(206) 328-8226,98126,WA,Seattle,1660 Harbor Ave SW,0,1,1,Marination Ma Kai,(206) 328-8226,98126,WA,Seattle,1660 Harbor Avenue,0,1,1
309,694008,2133,3394,Bad Jimmy’s Brewing Co.,(206) 789-1548,98107,WA,Seattle,4358 B Leary Way Nw,0,0,1,Monkey Bridge,(206) 297-6048,98107,WA,Seattle,1723 NW Market Street,0,1,0
310,694034,2358,3394,Pie Bar Ballard,(206) 535-8489,98107,WA,Seattle,2218 NW Market St,0,1,0,Monkey Bridge,(206) 297-6048,98107,WA,Seattle,1723 NW Market Street,0,1,0
311,694161,1705,3394,Café Besalu,(206) 789-1463,98107,WA,Seattle,5909 24th Ave NW,0,1,1,Monkey Bridge,(206) 297-6048,98107,WA,Seattle,1723 NW Market Street,0,1,0
312,140613,315,633,Wheat’s End Cafe,(773) 770-3527,60657,IL,Chicago,2873 N Broadway St,0,1,0,Rocks Lakeview,(773) 472-0493,60657,IL,Chicago,3463 N. Broadway Street,1,1,1
313,394689,2754,1952,Udupi Palace,(415) 970-8000,94110,CA,San Francisco,1007 Valencia St,1,1,0,Puerto Alegre,(415) 255-8201,94110,CA,San Francisco,546 Valencia Street,0,1,0
314,394704,2913,1952,Taqueria el Buen Sabor,(415) 552-8816,94110,CA,San Francisco,697 Valencia St,0,1,0,Puerto Alegre,(415) 255-8201,94110,CA,San Francisco,546 Valencia Street,0,1,0
315,394713,3069,1952,AL’s Place,(415) 416-6136,94110,CA,San Francisco,1499 Valencia st,0,0,0,Puerto Alegre,(415) 255-8201,94110,CA,San Francisco,546 Valencia Street,0,1,0
316,649599,90,3229,MK Restaurant,(312) 482-9179,60610,IL,Chicago,868 N Franklin St,0,0,0,mk The Restaurant,(312) 482-9179,60610,IL,Chicago,868 N. Franklin Street,0,0,1
317,166108,892,766,Gotham Bar and Grill,(212) 620-4020,10003,NY,New York,12 E 12th St,0,0,0,Momofuku Milk Bar,(347) 577-9504,10003,NY,New York,251 East 13th Street,0,1,1
318,166220,1266,766,ChikaLicious Dessert Bar,(212) 995-9511,10003,NY,New York,203 E 10th St,0,0,0,Momofuku Milk Bar,(347) 577-9504,10003,NY,New York,251 East 13th Street,0,1,1
319,166268,1422,766,Tu-Lu’s Gluten-Free Bakery,(212) 777-2227,10003,NY,New York,338 E 11th St,1,1,0,Momofuku Milk Bar,(347) 577-9504,10003,NY,New York,251 East 13th Street,0,1,1
320,10562,459,45,Artopolis,(312) 559-9000,60661,IL,Chicago,306 S Halsted St,0,1,0,Greek Islands,(312) 782-9855,60661,IL,Chicago,200 S Halsted Street,0,1,1
321,10566,482,45,Greek Islands Restaurant,(312) 782-9855,60661,IL,Chicago,200 S Halsted St,0,1,1,Greek Islands,(312) 782-9855,60661,IL,Chicago,200 S Halsted Street,0,1,1
322,10585,769,45,Jubilee Juice & Grill,(312) 491-8500,60661,IL,Chicago,140 N Halsted St,1,1,0,Greek Islands,(312) 782-9855,60661,IL,Chicago,200 S Halsted Street,0,1,1
323,295645,1384,1335,Omar’s Kitchen & Bakery,(212) 207-8302,10022,NY,New York,154 E 55th St,1,1,0,Papillon Bistro & Bar,(212) 754-9006,10022,NY,New York,22 E 54th Street,0,1,1
324,295654,1458,1335,Eclair Bakery,(212) 759-2253,10022,NY,New York,305 E 53rd St,1,1,0,Papillon Bistro & Bar,(212) 754-9006,10022,NY,New York,22 E 54th Street,0,1,1
325,295668,1585,1335,La Grenouille,(212) 752-1495,10022,NY,New York,3 E 52nd St,0,0,0,Papillon Bistro & Bar,(212) 754-9006,10022,NY,New York,22 E 54th Street,0,1,1
326,662147,2323,3280,Duke’s Chowder House - Lake Union,(206) 382-9963,98109,WA,Seattle,901 Fairview Ave N,0,1,1,Toulouse Petit,(206) 432-9069,98109,WA,Seattle,601 Queen Anne Avenue N,0,1,0
327,662170,2397,3280,It’s Bao Time,(206) 227-2815,98109,WA,Seattle,320 Westlake Ave N,0,1,0,Toulouse Petit,(206) 432-9069,98109,WA,Seattle,601 Queen Anne Avenue N,0,1,0
328,661949,1778,3280,Toulouse Petit,(206) 432-9069,98109,WA,Seattle,601 Queen Anne Ave N,0,0,0,Toulouse Petit,(206) 432-9069,98109,WA,Seattle,601 Queen Anne Avenue N,0,1,0
329,661969,1824,3280,Serious Pie & Biscuit,(206) 436-0050,98109,WA,Seattle,401 Westlake Ave N,0,1,0,Toulouse Petit,(206) 432-9069,98109,WA,Seattle,601 Queen Anne Avenue N,0,1,0
330,179005,913,818,Mamoun’s Falafel,(212) 674-8685,10012,NY,New York,119 MacDougal St,0,1,1,Mamoun's Falafel,(212) 674-8685,10012,NY,New York,119 MacDougal Street,0,1,1
331,179007,947,818,Pommes Frites,(212) 674-1234,10012,NY,New York,128 Macdougal St,0,1,0,Mamoun's Falafel,(212) 674-8685,10012,NY,New York,119 MacDougal Street,0,1,1
332,447467,2482,2296,Sushi Zone,(415) 621-1114,94103,CA,San Francisco,1815 Market St,0,0,0,Skool,(415) 255-8800,94103,CA,San Francisco,1725 Alameda Street,0,0,1
333,447540,2997,2296,Skool,(415) 255-8800,94103,CA,San Francisco,1725 Alameda St,0,1,1,Skool,(415) 255-8800,94103,CA,San Francisco,1725 Alameda Street,0,0,1
334,306147,1562,1381,Bleecker Street Pizza,(212) 924-4466,10014,NY,New York,69 7th Ave S,1,1,1,Soto,(212) 414-3088,10014,NY,New York,357 6th Avenue,0,0,0
335,160033,1289,735,Peter Luger Steak House,(718) 387-7400,11211,NY,Brooklyn,178 Broadway,0,0,0,Peter Luger Steak House,(718) 387-7400,11211,NY,Brooklyn,178 Broadway,0,0,0
336,656356,470,3258,Watershed,(312) 266-7677,60654,IL,Chicago,601 N State St,0,0,0,Smith & Wollensky,(312) 670-9900,60654,IL,Chicago,318 North State Street,0,1,1
337,414746,2687,2064,Old Jerusalem Restaurant,(415) 642-5958,94110,CA,San Francisco,2976 Mission St,0,1,0,Old Jerusalem Restaurant,(415) 642-5958,94110,CA,San Francisco,2976 Mission District Street,0,1,0
338,414788,3048,2064,La Santaneca,(415) 648-1034,94110,CA,San Francisco,3781 Mission St,0,1,0,Old Jerusalem Restaurant,(415) 642-5958,94110,CA,San Francisco,2976 Mission District Street,0,1,0
339,689087,1847,3372,Cicchetti,(206) 859-4155,98102,WA,Seattle,121 E Boston St,0,1,1,Cicchetti,(206) 859-4155,98102,WA,Seattle,121 E Boston Street,0,0,1
340,150148,158,686,Homeslice,(312) 789-4600,60614,IL,Chicago,938 W Webster,1,1,1,Homeslice,(312) 789-4600,60614,IL,Chicago,938 W Webster Avenue,0,1,1
341,150208,610,686,Floriole Cafe & Bakery,(773) 883-1313,60614,IL,Chicago,1220 W Webster Ave,0,1,1,Homeslice,(312) 789-4600,60614,IL,Chicago,938 W Webster Avenue,0,1,1
342,150220,720,686,Geja’s Cafe,(773) 281-9101,60614,IL,Chicago,340 W Armitage Ave,1,1,0,Homeslice,(312) 789-4600,60614,IL,Chicago,938 W Webster Avenue,0,1,1
343,317504,912,1423,Atera,(212) 226-1444,10013,NY,New York,77 Worth St,0,0,0,Atera,(212) 226-1444,10013,NY,New York,77 Worth Street,0,0,0
344,190337,1301,883,Blue Ribbon Sushi,(212) 343-0404,10012,NY,New York,119 Sullivan St,0,1,0,Blue Ribbon Sushi,(212) 343-0404,10012,NY,New York,119 Sullivan Street,0,1,0
345,403697,2779,2002,Universal Cafe,(415) 821-4608,94110,CA,San Francisco,2814 19th St,0,1,1,Wise Sons,(415) 787-3354,94110,CA,San Francisco,3150 24th Street,0,1,0
346,403610,2460,2002,Tartine Bakery & Cafe,(415) 487-2600,94110,CA,San Francisco,600 Guerrero St,0,1,1,Wise Sons,(415) 787-3354,94110,CA,San Francisco,3150 24th Street,0,1,0
347,403711,2832,2002,Mission Pie,(415) 282-1500,94110,CA,San Francisco,2901 Mission St,0,1,0,Wise Sons,(415) 787-3354,94110,CA,San Francisco,3150 24th Street,0,1,0
348,403739,2930,2002,Dynamo Donut & Coffee,(415) 920-1978,94110,CA,San Francisco,2760 24th St,0,1,1,Wise Sons,(415) 787-3354,94110,CA,San Francisco,3150 24th Street,0,1,0
349,403741,2948,2002,Schmidt’s,(415) 401-0200,94110,CA,San Francisco,2400 Folsom St,0,1,0,Wise Sons,(415) 787-3354,94110,CA,San Francisco,3150 24th Street,0,1,0
350,403767,3047,2002,Atlas Cafe,(415) 648-1047,94110,CA,San Francisco,3049 20th St,0,1,1,Wise Sons,(415) 787-3354,94110,CA,San Francisco,3150 24th Street,0,1,0
351,403770,3065,2002,Sun Rise Restaurant,(415) 206-1219,94110,CA,San Francisco,3126 24th St,0,1,0,Wise Sons,(415) 787-3354,94110,CA,San Francisco,3150 24th Street,0,1,0
352,403771,3068,2002,Salumeria,(415) 471-2998,94110,CA,San Francisco,3000 20th St,0,1,1,Wise Sons,(415) 787-3354,94110,CA,San Francisco,3150 24th Street,0,1,0
353,452952,3047,2334,Atlas Cafe,(415) 648-1047,94110,CA,San Francisco,3049 20th St,0,1,1,Balompie Cafe,(415) 648-9199,94110,CA,San Francisco,3349 18th Street,0,1,0
354,452953,3055,2334,Velvet Cantina,(415) 648-4142,94110,CA,San Francisco,3349 23rd St,0,1,0,Balompie Cafe,(415) 648-9199,94110,CA,San Francisco,3349 18th Street,0,1,0
355,259175,838,1164,Juliana’s Pizza,(718) 596-6700,11201,NY,Brooklyn,19 Old Fulton St,0,1,1,Juliana's Pizza,(718) 596-6700,11201,NY,Brooklyn,19 Old Fulton Street,0,1,0
356,52972,139,220,Stan’s Donuts & Coffee,(773) 360-7386,60622,IL,Chicago,1560 N Damen Ave,0,1,0,Bite Cafe,(773) 395-2483,60622,IL,Chicago,1039 N Western Avenue,0,1,0
357,52979,160,220,Rootstock Wine & Beer Bar,(773) 292-1616,60622,IL,Chicago,954 N California Ave,0,0,1,Bite Cafe,(773) 395-2483,60622,IL,Chicago,1039 N Western Avenue,0,1,0
358,52983,167,220,Uncle Mike’s Place,(312) 226-5318,60622,IL,Chicago,1700 W Grand Ave,1,1,1,Bite Cafe,(773) 395-2483,60622,IL,Chicago,1039 N Western Avenue,0,1,0
359,53067,410,220,Bite Café,(773) 395-2483,60622,IL,Chicago,1035 N Western Ave,0,1,0,Bite Cafe,(773) 395-2483,60622,IL,Chicago,1039 N Western Avenue,0,1,0
360,53196,722,220,Francesca’s Cafe,(630) 407-4641,60622,IL,Chicago,852 N Damen Ave,0,1,1,Bite Cafe,(773) 395-2483,60622,IL,Chicago,1039 N Western Avenue,0,1,0
361,150787,132,690,Hendrickx Belgian Bread Crafter,(312) 649-6717,60611,IL,Chicago,100 E Walton St,0,1,1,Hendrickx Belgian Bread Crafter,(312) 649-6717,60611,IL,Chicago,1100 E Walton Street Walton Colonnade,0,1,1
362,150791,209,690,Doc B’s Fresh Kitchen,(312) 626-1300,60611,IL,Chicago,100 E Walton St,1,1,1,Hendrickx Belgian Bread Crafter,(312) 649-6717,60611,IL,Chicago,1100 E Walton Street Walton Colonnade,0,1,1
363,150818,721,690,Friends Sushi,(312) 787-8998,60611,IL,Chicago,710 N Rush St,1,1,1,Hendrickx Belgian Bread Crafter,(312) 649-6717,60611,IL,Chicago,1100 E Walton Street Walton Colonnade,0,1,1
364,19741,762,86,George Street Pub,(773) 661-6635,60657,IL,Chicago,2858 N Halsted St,0,0,1,DMK Burger Bar,(773) 360-8686,60657,IL,Chicago,2954 N Sheffield Avenue,0,1,0
365,19690,588,86,DMK Burger Bar,(773) 360-8686,60657,IL,Chicago,2954 N Sheffield Ave,0,1,0,DMK Burger Bar,(773) 360-8686,60657,IL,Chicago,2954 N Sheffield Avenue,0,1,0
366,19681,568,86,Sam & George’s,(773) 935-4025,60657,IL,Chicago,3000 N Lincoln Ave,0,1,0,DMK Burger Bar,(773) 360-8686,60657,IL,Chicago,2954 N Sheffield Avenue,0,1,0
367,104491,294,444,Little Goat Diner,(312) 888-3455,60607,IL,Chicago,820 W Randolph St,0,1,1,Jaipur,(312) 526-3655,60607,IL,Chicago,847 W Randolph Street,1,1,1
368,218253,1238,1001,Morimoto,(212) 989-8883,10011,NY,New York,88 10th Ave,0,0,0,Tao Downtown,(212) 888-2724,10011,NY,New York,92 9th Avenue,0,0,0
369,112959,767,492,Shiawase Restaurant,(773) 883-8888,60657,IL,Chicago,3422 N Broadway St,1,1,1,The Bagel,(773) 477-0300,60657,IL,Chicago,3107 N. Broadway,1,1,0
370,172791,1230,784,The Meatball Shop,(212) 982-8895,10002,NY,New York,84 Stanton St,1,1,1,The Meatball Shop,(212) 982-8895,10002,NY,New York,84 Stanton Street,0,0,1
371,699862,2221,3420,Pike’s Pit Bar-B-Que,(206) 538-0779,98101,WA,Seattle,1505 Pike Place Market,0,1,1,P.F. Chang's,(206) 393-0070,98101,WA,Seattle,400 Pine Street Westlake Center Level 1,0,1,0
372,699821,1897,3420,Tango,(206) 583-0382,98101,WA,Seattle,1100 Pike St,0,1,0,P.F. Chang's,(206) 393-0070,98101,WA,Seattle,400 Pine Street Westlake Center Level 1,0,1,0
373,438831,2530,2241,Little Star Pizza,(415) 551-7827,94103,CA,San Francisco,400 Valencia St,0,1,0,Pica Pica Arepa Kitchen,(414) 400-5453,94103,CA,San Francisco,401 Valencia Street,1,1,0
374,438877,3058,2241,Pica Pica Arepa Kitchen,(628) 400-5744,94103,CA,San Francisco,401 Valencia St,1,1,0,Pica Pica Arepa Kitchen,(414) 400-5453,94103,CA,San Francisco,401 Valencia Street,1,1,0
375,79634,200,349,Piece Brewery and Pizzeria,(773) 772-4422,60622,IL,Chicago,1927 W North Ave,1,1,0,Arami,(312) 243-1535,60622,IL,Chicago,1829 W. Chicago Avenue,1,1,0
376,79675,328,349,Antique Taco,(773) 687-8697,60622,IL,Chicago,1360 N Milwaukee Ave,0,1,1,Arami,(312) 243-1535,60622,IL,Chicago,1829 W. Chicago Avenue,1,1,0
377,79736,494,349,ARAMI,(312) 243-1535,60622,IL,Chicago,1829 W Chicago Ave,1,1,0,Arami,(312) 243-1535,60622,IL,Chicago,1829 W. Chicago Avenue,1,1,0
378,440888,2690,2247,Swan Oyster Depot,(415) 673-1101,94109,CA,San Francisco,1517 Polk St,0,1,0,Ar Roi,(415) 771-5146,94109,CA,San Francisco,643 Post Street,0,1,0
379,104409,727,443,Gus’s World Famous Fried Chicken,(312) 733-1971,60607,IL,Chicago,847 West Fulton Market,0,1,1,Glazed & Infused,(312) 226-5556,60607,IL,Chicago,813 W. Fulton Market,0,1,1
380,193457,1158,894,Cafe Habana,(212) 625-2001,10012,NY,New York,17 Prince St,1,1,0,Boqueria,(212) 343-4255,10012,NY,New York,171 Spring Street,0,1,0
381,193459,1267,894,Balthazar Restaurant,(212) 965-1414,10012,NY,New York,80 Spring St,0,1,0,Boqueria,(212) 343-4255,10012,NY,New York,171 Spring Street,0,1,0
382,193465,1450,894,Il Corallo Trattoria,(212) 941-7119,10012,NY,New York,176 Prince St,1,1,0,Boqueria,(212) 343-4255,10012,NY,New York,171 Spring Street,0,1,0
383,193469,1559,894,Boqueria,(212) 343-4255,10012,NY,New York,171 Spring St,1,1,0,Boqueria,(212) 343-4255,10012,NY,New York,171 Spring Street,0,1,0
384,712558,2343,3474,Blue Water Taco Grill,(206) 352-2407,98109,WA,Seattle,515 Queen Anne Ave N,0,1,1,Hilltop Ale House,(206) 285-3877,98109,WA,Seattle,2129 Queen Anne Avenue North,0,1,1
385,712455,1778,3474,Toulouse Petit,(206) 432-9069,98109,WA,Seattle,601 Queen Anne Ave N,0,0,0,Hilltop Ale House,(206) 285-3877,98109,WA,Seattle,2129 Queen Anne Avenue North,0,1,1
386,658305,251,3263,Robert’s Pizza Company,(708) 536-4597,60611,IL,Chicago,355 E Ohio St,0,1,0,Niu Japanese Fusion Lounge,(312) 527-2888,60611,IL,Chicago,332 E Illinois Street,1,1,1
387,658318,710,3263,Blaze Fast-Fire’d Pizza,(312) 255-1290,60611,IL,Chicago,227 E Ontario St,0,1,1,Niu Japanese Fusion Lounge,(312) 527-2888,60611,IL,Chicago,332 E Illinois Street,1,1,1
388,205788,1350,952,Ai Fiori,(212) 613-8660,10018,NY,New York,400 5th Ave,0,0,0,Ai Fiori,(212) 613-8660,10018,NY,New York,400 2nd Floor 5th Avenue,0,0,0
389,274628,1051,1231,Gotan,(212) 431-5200,10013,NY,New York,130 Franklin St,0,1,1,Da Gennaro,(212) 431-3934,10013,NY,New York,129 Mulberry Street,0,1,1
390,175366,1033,800,Eight Turn Crêpe,(212) 334-3408,10012,NY,New York,55 Spring St,1,1,1,Rice To Riches,(212) 274-0008,10012,NY,New York,37 Spring Street,1,1,0
391,704235,2336,3444,El Quetzal,(206) 329-2970,98144,WA,Seattle,3209 Beacon Ave S,0,1,1,Bar del Corso,(206) 395-2069,98144,WA,Seattle,3057 Beacon Avenue South,0,1,1
392,704238,2382,3444,Bar Del Corso,(206) 395-2069,98144,WA,Seattle,3057 Beacon Ave S,0,1,0,Bar del Corso,(206) 395-2069,98144,WA,Seattle,3057 Beacon Avenue South,0,1,1
393,674674,1884,3323,Barolo Ristorante,(206) 770-9000,98101,WA,Seattle,1940 Westlake Ave,0,1,1,Barolo Ristorante,(206) 770-9000,98101,WA,Seattle,1940 Westlake Avenue,0,1,1
394,222368,1127,1018,Xi’an Famous Foods,(212) 786-2068,10003,NY,New York,81 St Marks Pl,0,1,0,Cafe Orlin,(212) 777-1447,10003,NY,New York,41 St Marks Place,0,1,1
395,222378,1265,1018,Café Orlin,(212) 777-1447,10003,NY,New York,41 St Marks Pl,0,1,1,Cafe Orlin,(212) 777-1447,10003,NY,New York,41 St Marks Place,0,1,1
396,164120,851,759,Doughnut Plant,(212) 505-3700,10002,NY,New York,379 Grand St,0,1,1,Doughnut Plant,(212) 505-3700,10002,NY,New York,379 Grand Street,0,1,0
397,195736,1097,903,Buddakan,(212) 989-6699,10011,NY,New York,75 9th Ave,0,0,0,Billy's Bakery,(212) 647-9956,10011,NY,New York,184 9th Avenue,1,1,1
398,323419,987,1454,Luke’s Lobster,(212) 387-8487,10009,NY,New York,93 E 7th St,0,1,0,Le Village,(212) 539-0231,10009,NY,New York,127 E 7th Street,0,0,0
399,323510,1541,1454,Cafe Himalaya,(212) 358-0160,10009,NY,New York,78 E 1st St,1,1,0,Le Village,(212) 539-0231,10009,NY,New York,127 E 7th Street,0,0,0
400,203368,834,939,Thursday Kitchen,(646) 755-8088,10009,NY,New York,424 E 9th St,0,1,0,Big Gay Ice Cream Shop,(212) 533-9333,10009,NY,New York,125 E 7th Street,0,1,0
401,262349,1347,1171,Da Marcella,(646) 559-9192,10012,NY,New York,142 W Houston St,1,1,1,Miss Lily's,(646) 588-5375,10012,NY,New York,132 W Houston Street,1,1,1
402,53916,658,223,Osteria Via Stato,(312) 642-8450,60654,IL,Chicago,620 N State St,1,1,1,Pizzeria Via Stato,(312) 642-8450,60654,IL,Chicago,620 N State Street,1,1,1
403,347559,2438,1643,Rosamunde Sausage Grill,(415) 437-6851,94117,CA,San Francisco,545 Haight St,1,1,0,Blue Front Cafe,(415) 252-5917,94117,CA,San Francisco,1430 Haight Street,0,1,0
404,347601,2931,1643,Pork Store Cafe,(415) 864-6981,94117,CA,San Francisco,1451 Haight St,0,1,0,Blue Front Cafe,(415) 252-5917,94117,CA,San Francisco,1430 Haight Street,0,1,0
405,347604,2960,1643,Gold Cane Cocktail Lounge,(415) 626-1112,94117,CA,San Francisco,1569 Haight St,0,0,1,Blue Front Cafe,(415) 252-5917,94117,CA,San Francisco,1430 Haight Street,0,1,0
406,347607,2981,1643,Blue Front Cafe,(415) 252-5917,94117,CA,San Francisco,1430 Haight St,0,1,0,Blue Front Cafe,(415) 252-5917,94117,CA,San Francisco,1430 Haight Street,0,1,0
407,347611,2995,1643,1428 HAIGHT Patio Cafe & Crepery,(415) 864-8484,94117,CA,San Francisco,1428 Haight St,1,1,1,Blue Front Cafe,(415) 252-5917,94117,CA,San Francisco,1430 Haight Street,0,1,0
408,57481,33,239,Bohemian House,(312) 955-0439,60654,IL,Chicago,11 W Illinois St,0,0,0,Bohemian House,(312) 955-0439,60654,IL,Chicago,11 W Illinois Street,0,1,0
409,368240,2738,1777,Plow,(415) 821-7569,94107,CA,San Francisco,1299 18th St,0,1,1,Plow,(415) 821-7569,94107,CA,San Francisco,1299 18th Street,0,1,1
410,1732,254,9,Kuma’s Corner,(773) 604-8769,60618,IL,Chicago,2900 W Belmont Ave,0,1,1,Kuma's Corner,(773) 604-8769,60618,IL,Chicago,2900 W Belmont Avenue,0,1,1
