,key_id,_id,ltable_id,rtable_id,ltable_Name,ltable_Phone,ltable_Zipcode,ltable_State,ltable_City,ltable_Address,ltable_Delivery,ltable_Takeout,ltable_Outdoor_seating,rtable_Name,rtable_Phone,rtable_Zipcode,rtable_State,rtable_City,rtable_Address,rtable_Delivery,rtable_Takeout,rtable_Outdoor_seating,Label
351,352,403771,3068,2002,Salumeria,(415) 471-2998,94110,CA,San Francisco,3000 20th St,0,1,1,Wise Sons,(415) 787-3354,94110,CA,San Francisco,3150 24th Street,0,1,0,0
796,797,13506,31,57,The Wormhole Coffee,(773) 661-2468,60622,IL,Chicago,1462 N Milwaukee Ave,0,1,1,The Bongo Room,(773) 489-0690,60622,IL,Chicago,1470 N Milwaukee Avenue,0,1,0,0
122,123,400150,2909,1985,Mission Banh Mi,(415) 551-1772,94110,CA,San Francisco,2200 Mission St,0,1,0,Mission Pie,(415) 282-1500,94110,CA,San Francisco,2901 Mission District Street,0,1,1,0
23,24,135397,782,603,Lou Malnati’s Pizzeria,(312) 243-4000,60607,IL,Chicago,1235 W Randolph St,1,1,1,Nia Mediterranean,(312) 226-3110,60607,IL,Chicago,803 W. Randolph Street,1,1,1,0
546,547,67562,78,292,Ada Street,(773) 697-7069,60642,IL,Chicago,1664 N Ada St,0,0,1,Ada Street,(773) 697-7069,60642,IL,Chicago,1664 N Ada Street,0,0,1,1
140,141,120272,361,529,Revolution Brewing,(773) 227-2739,60647,IL,Chicago,2323 N Milwaukee Ave,0,1,0,Fat Rice,(773) 661-9170,60647,IL,Chicago,2957 W Diversey Avenue,0,1,0,0
118,119,24242,179,107,Tru,(312) 202-0001,60611,IL,Chicago,676 N Saint Clair St,0,0,0,Tru,(312) 202-0001,60611,IL,Chicago,676 N. Clair Street,0,1,0,1
320,321,10566,482,45,Greek Islands Restaurant,(312) 782-9855,60661,IL,Chicago,200 S Halsted St,0,1,1,Greek Islands,(312) 782-9855,60661,IL,Chicago,200 S Halsted Street,0,1,1,1
396,397,195736,1097,903,Buddakan,(212) 989-6699,10011,NY,New York,75 9th Ave,0,0,0,Billy's Bakery,(212) 647-9956,10011,NY,New York,184 9th Avenue,1,1,1,0
557,558,174447,1040,794,The Little Owl,(212) 741-4695,10014,NY,New York,90 Bedford St,0,0,0,The Standard Grill,(212) 645-4100,10014,NY,New York,The Standard High Line,0,0,1,0
1015,1016,2535,464,11,Bandera Restaurant,(312) 644-3524,60611,IL,Chicago,535 N Michigan Ave,0,1,0,Bandera,(312) 644-3524,60611,IL,Chicago,535 N Michigan Avenue,0,1,0,1
443,444,359315,2664,1724,Stones Throw,(415) 796-2901,94109,CA,San Francisco,1896 Hyde St,0,0,0,Seven Hills,(415) 775-1550,94109,CA,San Francisco,1550 Hyde Street,0,0,0,0
272,273,373777,2811,1806,Luisa’s Pizza And Pasta,(415) 563-4043,94109,CA,San Francisco,1550 California St,0,1,1,Miller's East Coast Deli,(415) 563-3542,94109,CA,San Francisco,1725 Polk Street,0,1,0,0
242,243,410224,2782,2036,Koo,(415) 731-7077,94122,CA,San Francisco,408 Irving St,0,1,0,Taco Shop at Underdogs,(415) 566-8700,94122,CA,San Francisco,1824 Irving Street,0,1,0,0
864,865,380953,2674,1859,Frascati,(415) 928-1406,94109,CA,San Francisco,1901 Hyde St,0,1,0,Frascati Ristorante,(415) 928-1406,94109,CA,San Francisco,1901 Hyde Street,0,0,0,1
431,432,434494,2713,2199,Long Bridge Pizza,(415) 829-8999,94107,CA,San Francisco,2347 3rd St,0,1,0,Pazzia,(415) 512-1693,94107,CA,San Francisco,337 3rd Street,0,0,1,0
457,458,335790,2822,1535,Sotto Mare,(415) 398-3181,94133,CA,San Francisco,552 Green St,0,1,1,Sotto Mare,(415) 398-3181,94133,CA,San Francisco,552 Green Street,0,1,1,1
533,534,436038,2901,2216,Pancho Villa Taqueria,(415) 864-8840,94103,CA,San Francisco,3071 16th St,0,1,0,Manora's Thai,(415) 861-6224,94103,CA,San Francisco,1600 Folsom Street,0,1,0,0
868,869,677109,2393,3329,Pita Bite,(206) 621-7482,98101,WA,Seattle,215 Pine St,1,1,0,The Pike Brewing Company,(206) 622-6044,98101,WA,Seattle,1415 1st Avenue,0,1,0,0
293,294,692659,2108,3388,Macrina Bakery & Cafe,(206) 283-5900,98119,WA,Seattle,615 W McGraw St,0,1,1,Macrina Bakery,(206) 283-5900,98119,WA,Seattle,615 West McGraw Street,0,1,0,1
571,572,36624,637,154,The Orbit Room,(773) 588-8540,60618,IL,Chicago,2959 N California Ave,0,1,1,The Bad Apple,(773) 360-8406,60618,IL,Chicago,4300 N Lincoln Avenue,0,1,1,0
752,753,221355,892,1016,Gotham Bar and Grill,(212) 620-4020,10003,NY,New York,12 E 12th St,0,0,0,Angelica Kitchen,(212) 228-2909,10003,NY,New York,300 E 12th Street,0,1,0,0
747,748,64423,428,270,Roka Akor - Chicago,(312) 477-7652,60654,IL,Chicago,456 N Clark St,0,1,1,Roka Akor,(312) 477-7652,60654,IL,Chicago,456 North Clark Street,0,1,1,1
1011,1012,23219,334,101,GT Fish &  Oyster,(312) 929-3501,60654,IL,Chicago,531 N Wells St,1,1,1,Roy's,(312) 787-7599,60654,IL,Chicago,720 N. State Street,0,1,1,0
1051,1052,422979,2742,2121,Arinell Pizza,(415) 255-1303,94110,CA,San Francisco,509 Valencia St,0,1,0,Osha Thai,(415) 826-7738,94110,CA,San Francisco,819 Valencia Street,1,1,0,0
519,520,153509,747,704,Hachi’s Kitchen,(773) 276-8080,60647,IL,Chicago,2521 N California Ave,1,1,1,Father & Son,(773) 252-2620,60647,IL,Chicago,2475 N Milwaukee Avenue,1,1,0,0
123,124,400156,2930,1985,Dynamo Donut & Coffee,(415) 920-1978,94110,CA,San Francisco,2760 24th St,0,1,1,Mission Pie,(415) 282-1500,94110,CA,San Francisco,2901 Mission District Street,0,1,1,0
990,991,287290,1266,1291,ChikaLicious Dessert Bar,(212) 995-9511,10003,NY,New York,203 E 10th St,0,0,0,Degustation,(212) 979-1012,10003,NY,New York,239 E 5th Street,0,0,0,0
741,742,690896,2311,3379,Oliver’s Twist,(206) 706-6673,98103,WA,Seattle,6822 Greenwood Ave N,0,0,0,Thaiku,(206) 706-7807,98103,WA,Seattle,6705 Greenwood Avenue North,0,1,1,0
1082,1083,143238,334,646,GT Fish &  Oyster,(312) 929-3501,60654,IL,Chicago,531 N Wells St,1,1,1,Bow Truss Coffee Roasters,(312) 222-1306,60654,IL,Chicago,406 North Wells Street,0,1,0,0
193,194,41436,720,174,Geja’s Cafe,(773) 281-9101,60614,IL,Chicago,340 W Armitage Ave,1,1,0,Geja's Cafe,(773) 281-9101,60614,IL,Chicago,340 W Armitage Avenue,0,1,0,1
45,46,665725,1768,3291,Umi Sake House,(206) 374-8717,98121,WA,Seattle,2230 1st Ave,0,1,0,Macrina Bakery,(206) 448-4032,98121,WA,Seattle,2408 1st Avenue,0,1,1,0
467,468,337150,3035,1549,Mama’s On Washington Square,(415) 362-6421,94133,CA,San Francisco,1701 Stockton St,0,0,0,Bistro Boudin,(415) 351-5561,94133,CA,San Francisco,160 Jefferson Street,0,1,1,0
883,884,408692,2810,2027,La Mediterranee,(415) 921-2956,94115,CA,San Francisco,2210 Fillmore St,1,1,1,Bun Mee,(415) 800-7696,94115,CA,San Francisco,2015 Fillmore Street,1,1,1,0
502,503,77486,133,338,Crisp,(773) 697-7610,60657,IL,Chicago,2940 N Broadway Ave,1,1,0,Bobtail Ice Cream Company,(773) 880-7372,60657,IL,Chicago,2951 North Broadway Street,0,1,1,0
658,659,193857,942,897,Aquagrill,(212) 274-0505,10012,NY,New York,210 Spring Street,0,1,1,Aquagrill,(212) 274-0505,10012,NY,New York,210 Spring Street,0,1,1,1
422,423,681963,2286,3345,La Isla Cuisine,(206) 789-0516,98107,WA,Seattle,2320 NW Market St,1,1,1,Cupcake Royale,(206) 701-6238,98107,WA,Seattle,2052 NW Market Street,1,0,1,0
227,228,124964,731,551,Bow Truss Coffee Roasters River North,(312) 222-1306,60654,IL,Chicago,406 N Wells St,0,1,0,Untitled Supper Club,(312) 880-1511,60654,IL,Chicago,111 West Kinzie Street,0,0,1,0
440,441,73766,67,321,Staropolska Restaurant,(773) 342-0779,60618,IL,Chicago,3030 N Milwaukee Ave,1,1,0,Cho Sun Ok,(773) 549-5555,60618,IL,Chicago,4200 N Lincoln Avenue,0,1,0,0
996,997,294550,1544,1327,Giano Restaurant,(212) 673-7200,10009,NY,New York,126 E 7th St,1,1,1,Giano,(212) 673-7200,10009,NY,New York,126 East 7th Street,0,1,1,1
1024,1025,431305,3048,2180,La Santaneca,(415) 648-1034,94110,CA,San Francisco,3781 Mission St,0,1,0,La Oaxaquena,(415) 621-5446,94110,CA,San Francisco,2128 Mission District Street,0,0,0,0
751,752,221387,1186,1016,Cha-An,(212) 228-8030,10003,NY,New York,230 E 9th St,0,1,0,Angelica Kitchen,(212) 228-2909,10003,NY,New York,300 E 12th Street,0,1,0,0
124,125,400161,2958,1985,Gracias Madre,(415) 683-1346,94110,CA,San Francisco,2211 Mission St,0,1,1,Mission Pie,(415) 282-1500,94110,CA,San Francisco,2901 Mission District Street,0,1,1,0
832,833,334114,2483,1525,State Bird Provisions,(415) 795-1272,94115,CA,San Francisco,1529 Fillmore St,0,0,0,State Bird Provisions,(415) 795-1272,94115,CA,San Francisco,1529 Fillmore Street,0,1,0,1
948,949,25467,778,109,Osteria La Madia,(312) 329-0400,60654,IL,Chicago,59 W Grand Ave,1,1,0,Osteria La Madia,(312) 329-0400,60654,IL,Chicago,59 W Grand Avenue,0,1,0,1
303,304,441312,2702,2249,Leopold’s,(415) 474-2000,94109,CA,San Francisco,2400 Polk St,0,0,0,Victor's Pizzeria,(415) 885-1660,94109,CA,San Francisco,1411 Polk Street,1,1,0,0
121,122,400127,2832,1985,Mission Pie,(415) 282-1500,94110,CA,San Francisco,2901 Mission St,0,1,0,Mission Pie,(415) 282-1500,94110,CA,San Francisco,2901 Mission District Street,0,1,1,1
727,728,353580,2438,1688,Rosamunde Sausage Grill,(415) 437-6851,94117,CA,San Francisco,545 Haight St,1,1,0,Pork Store Cafe,(415) 864-6981,94117,CA,San Francisco,1451 Haight Street,0,1,0,0
28,29,95911,500,414,Bobtail Ice Cream Company,(773) 880-7372,60657,IL,Chicago,2951 N Broadway St,0,1,1,Kanela Breakfast Club,(773) 248-1622,60657,IL,Chicago,3231 N. Clark Street,1,1,0,0
980,981,369344,2779,1781,Universal Cafe,(415) 821-4608,94110,CA,San Francisco,2814 19th St,0,1,1,Universal Cafe,(415) 821-4608,94110,CA,San Francisco,2814 19th Street,0,1,1,1
841,842,13850,145,58,Green Street Smoked Meats,(312) 754-0431,60607,IL,Chicago,112 N Green St,1,1,1,Manny's Cafeteria & Delicatessen,(312) 939-2855,60607,IL,Chicago,1141 S Jefferson Street,0,1,0,0
850,851,42948,130,177,La Strada Cafe Bar,(708) 627-0403,60647,IL,Chicago,2023 N California Ave,0,1,1,Handlebar,(773) 384-9546,60647,IL,Chicago,2311 W North Avenue,0,1,1,0
308,309,694008,2133,3394,Bad Jimmy’s Brewing Co.,(206) 789-1548,98107,WA,Seattle,4358 B Leary Way Nw,0,0,1,Monkey Bridge,(206) 297-6048,98107,WA,Seattle,1723 NW Market Street,0,1,0,0
834,835,135247,313,602,The Publican,(312) 733-9555,60607,IL,Chicago,837 W Fulton Market,0,0,1,Thai Bowl,(312) 226-5865,60607,IL,Chicago,1049 W. Taylor Street,0,1,1,0
363,364,19741,762,86,George Street Pub,(773) 661-6635,60657,IL,Chicago,2858 N Halsted St,0,0,1,DMK Burger Bar,(773) 360-8686,60657,IL,Chicago,2954 N Sheffield Avenue,0,1,0,0
405,406,347607,2981,1643,Blue Front Cafe,(415) 252-5917,94117,CA,San Francisco,1430 Haight St,0,1,0,Blue Front Cafe,(415) 252-5917,94117,CA,San Francisco,1430 Haight Street,0,1,0,1
434,435,682796,2397,3346,It’s Bao Time,(206) 227-2815,98109,WA,Seattle,320 Westlake Ave N,0,1,0,Serious Pie,(206) 436-0050,98109,WA,Seattle,401 Westlake Avenue N,0,1,0,0
158,159,350020,2758,1657,The Monk’s Kettle,(415) 865-9523,94103,CA,San Francisco,3141 16th St,0,1,1,Miss Saigon,(415) 522-0332,94103,CA,San Francisco,100 6th Street,0,1,0,0
801,802,663032,2286,3283,La Isla Cuisine,(206) 789-0516,98107,WA,Seattle,2320 NW Market St,1,1,1,La Carta de Oaxaca,(206) 782-8722,98107,WA,Seattle,5431 Ballard Avenue NW,0,1,1,0
276,277,5391,344,21,RL Restaurant,(312) 475-1100,60611,IL,Chicago,115 E Chicago Ave,0,0,1,Grand Lux Cafe,(312) 276-2500,60611,IL,Chicago,600 N Michigan Avenue,0,1,0,0
397,398,323419,987,1454,Luke’s Lobster,(212) 387-8487,10009,NY,New York,93 E 7th St,0,1,0,Le Village,(212) 539-0231,10009,NY,New York,127 E 7th Street,0,0,0,0
539,540,132054,293,586,Gibsons Bar & Steakhouse,(312) 266-8999,60611,IL,Chicago,1028 N Rush St,0,1,1,Nico Osteria - Thomson Hotels Chicago,(312) 994-7100,60611,IL,Chicago,1015 N. Rush Street,0,0,1,0
1077,1078,187098,1513,864,Taqueria St. Marks Place,(646) 964-5614,10003,NY,New York,79 St Marks Pl,1,1,0,Prune,(212) 677-6221,10003,NY,New York,54 E 1st Street,0,0,0,0
261,262,113973,139,500,Stan’s Donuts & Coffee,(773) 360-7386,60622,IL,Chicago,1560 N Damen Ave,0,1,0,Hoosier Mama Pie Company,(312) 243-4846,60622,IL,Chicago,1618 1/2 Chicago Avenue,0,1,1,0
206,207,46918,467,197,Mon Ami Gabi,(773) 348-8886,60614,IL,Chicago,2300 N Lincoln Park W,1,1,1,Toro Sushi,(773) 348-4877,60614,IL,Chicago,2546 N Clark Street,1,1,0,0
387,388,205788,1350,952,Ai Fiori,(212) 613-8660,10018,NY,New York,400 5th Ave,0,0,0,Ai Fiori,(212) 613-8660,10018,NY,New York,400 2nd Floor 5th Avenue,0,0,0,1
663,664,66771,243,289,Beatrix River North,(312) 284-1377,60654,IL,Chicago,519 North Clark Street,0,1,1,Beatrix,(312) 284-1377,60654,IL,Chicago,519 N Clark Street,0,1,1,1
812,813,382854,2935,1874,Basil Thai Restaurant & Bar,(415) 552-8999,94103,CA,San Francisco,1175 Folsom St,0,1,0,Basil Thai Restaurant & Bar,(415) 552-8999,94103,CA,San Francisco,1175 Folsom Street,0,1,0,1
675,676,115621,302,509,Native Foods Cafe,(773) 489-8480,60622,IL,Chicago,1484 N Milwaukee Ave,0,1,1,The Wormhole Coffee,(773) 661-2468,60622,IL,Chicago,1462 N. Milwaukee Avenue,0,1,1,0
456,457,119208,66,526,Mana Food Bar,(773) 342-1742,60622,IL,Chicago,1742 W Division St,1,1,1,Mana Food Bar,(773) 342-1742,60622,IL,Chicago,1742 W. Division Street,1,1,1,1
378,379,104409,727,443,Gus’s World Famous Fried Chicken,(312) 733-1971,60607,IL,Chicago,847 West Fulton Market,0,1,1,Glazed & Infused,(312) 226-5556,60607,IL,Chicago,813 W. Fulton Market,0,1,1,0
730,731,353624,2960,1688,Gold Cane Cocktail Lounge,(415) 626-1112,94117,CA,San Francisco,1569 Haight St,0,0,1,Pork Store Cafe,(415) 864-6981,94117,CA,San Francisco,1451 Haight Street,0,1,0,0
485,486,194917,948,900,McSorley’s Old Ale House,(212) 473-9148,10003,NY,New York,15 E 7th St,0,0,0,Asia de Cuba,(212) 726-7755,10003,NY,New York,415 Lafayette Street,0,0,0,0
408,409,368240,2738,1777,Plow,(415) 821-7569,94107,CA,San Francisco,1299 18th St,0,1,1,Plow,(415) 821-7569,94107,CA,San Francisco,1299 18th Street,0,1,1,1
352,353,452952,3047,2334,Atlas Cafe,(415) 648-1047,94110,CA,San Francisco,3049 20th St,0,1,1,Balompie Cafe,(415) 648-9199,94110,CA,San Francisco,3349 18th Street,0,1,0,0
3,4,414526,2659,2063,Taqueria Cancún,(415) 252-9560,94110,CA,San Francisco,2288 Mission St,0,1,0,El Techo de Lolinda,(415) 550-6970,94110,CA,San Francisco,2518 Mission District Street,0,0,1,0
857,858,109847,700,473,North Pond,(773) 477-5845,60614,IL,Chicago,2610 N Cannon Dr,0,0,0,Stanley's Kitchen and Tap,(312) 642-0007,60614,IL,Chicago,1970 N Lincoln Avenue,0,1,0,0
179,180,65008,690,274,Perennial Virant,(312) 981-7070,60614,IL,Chicago,1800 N Lincoln Ave,0,1,1,Perennial Virant - Hotel Lincoln,(312) 981-7070,60614,IL,Chicago,1800 N Lincoln Avenue,0,0,1,1
808,809,401769,2742,1991,Arinell Pizza,(415) 255-1303,94110,CA,San Francisco,509 Valencia St,0,1,0,Frjtz Valencia,(415) 863-8272,94110,CA,San Francisco,591 Valencia Street,1,1,1,0
264,265,113978,191,500,Mexique,(312) 850-0288,60622,IL,Chicago,1529 W Chicago Ave,0,0,0,Hoosier Mama Pie Company,(312) 243-4846,60622,IL,Chicago,1618 1/2 Chicago Avenue,0,1,1,0
847,848,410419,3018,2038,Humphry Slocombe Ice Cream,(415) 550-6971,94111,CA,San Francisco,1 Ferry Bldg,0,1,0,Humphry Slocombe,(415) 550-6971,94111,CA,San Francisco,Ferry Building,0,0,0,1
1026,1027,442868,2565,2266,Lou’s Cafe,(415) 379-4429,94118,CA,San Francisco,5017 Geary Blvd,0,1,1,My Tofu House,(415) 750-1818,94118,CA,San Francisco,4627 Geary Boulevard,0,1,0,0
257,258,402108,2742,1993,Arinell Pizza,(415) 255-1303,94110,CA,San Francisco,509 Valencia St,0,1,0,El Toro Taqueria,(415) 431-3351,94110,CA,San Francisco,598 Valencia Street,0,1,0,0
548,549,350731,2488,1661,The Boy’s Deli,(415) 776-3099,94109,CA,San Francisco,2222 Polk St,0,1,0,Farm:Table,(415) 292-7089,94109,CA,San Francisco,754 Post Street,0,0,0,0
62,63,349045,2530,1651,Little Star Pizza,(415) 551-7827,94103,CA,San Francisco,400 Valencia St,0,1,0,Little Star Pizza,(415) 551-7827,94103,CA,San Francisco,400 Valencia Street,0,1,0,1
978,979,43737,731,178,Bow Truss Coffee Roasters River North,(312) 222-1306,60654,IL,Chicago,406 N Wells St,0,1,0,Firecakes,(312) 329-6500,60654,IL,Chicago,68 West Hubbard Street,1,1,1,0
1058,1059,35306,509,148,Ruth’s Chris Steak House,(312) 321-2725,60654,IL,Chicago,431 N Dearborn St,0,1,0,Public House,(312) 265-1240,60654,IL,Chicago,400 N State Street,1,1,0,0
482,483,94062,648,408,Aloha Eats,(773) 935-6828,60614,IL,Chicago,2534 N Clark St,1,1,0,Aloha Eats,(773) 935-6828,60614,IL,Chicago,2534 N. Clark Street,1,1,0,1
435,436,682573,1778,3346,Toulouse Petit,(206) 432-9069,98109,WA,Seattle,601 Queen Anne Ave N,0,0,0,Serious Pie,(206) 436-0050,98109,WA,Seattle,401 Westlake Avenue N,0,1,0,0
836,837,432946,3028,2189,Quince,(415) 775-8500,94133,CA,San Francisco,470 Pacific Ave,0,0,0,Caffe Macaroni,(415) 956-9737,94133,CA,San Francisco,59 Columbus Avenue,0,0,1,0
1043,1044,283331,942,1273,Aquagrill,(212) 274-0505,10012,NY,New York,210 Spring Street,0,1,1,Il Mulino,(212) 673-3783,10012,NY,New York,86 West 3rd Street,0,0,0,0
669,670,139151,434,623,Volare Ristorante Italiano,(312) 410-9900,60611,IL,Chicago,201 E Grand Ave,1,1,1,Pelago Ristorante,(312) 280-0700,60611,IL,Chicago,201 E Delaware Plaza,0,1,1,0
35,36,641773,700,3193,North Pond,(773) 477-5845,60614,IL,Chicago,2610 N Cannon Dr,0,0,0,Goose Island Brewpub,(312) 915-0071,60614,IL,Chicago,1800 N Clybourn Avenue,0,1,0,0
17,18,648771,293,3224,Gibsons Bar & Steakhouse,(312) 266-8999,60611,IL,Chicago,1028 N Rush St,0,1,1,Friends Sushi,(312) 787-8998,60611,IL,Chicago,710 North Rush Street,0,1,1,0
849,850,43112,547,177,Mindy’s Hot Chocolate,(773) 489-1747,60647,IL,Chicago,1747 N Damen Ave,0,1,0,Handlebar,(773) 384-9546,60647,IL,Chicago,2311 W North Avenue,0,1,1,0
285,286,439349,2912,2243,Lupa Trattoria,(415) 282-5872,94114,CA,San Francisco,4109 24th St,0,1,0,Zapata,(415) 861-4470,94114,CA,San Francisco,4150 18th Street,0,1,0,0
1030,1031,449102,2763,2307,Phat Philly,(415) 550-7428,94110,CA,San Francisco,3388 24th St,1,1,1,Phat Philly Cheesesteaks,(415) 550-7428,94110,CA,San Francisco,3388 24th Street,0,1,1,1
233,234,380725,2438,1857,Rosamunde Sausage Grill,(415) 437-6851,94117,CA,San Francisco,545 Haight St,1,1,0,Escape From New York Pizza,(415) 668-5577,94117,CA,San Francisco,1737 Haight Street,1,1,0,0
74,75,148407,666,677,Sai Cafe,(773) 472-8080,60614,IL,Chicago,2010 N Sheffield Ave,1,1,0,Uncle Sammy's,(773) 525-4800,60614,IL,Chicago,1231 W. Fullerton Avenue,1,1,0,0
971,972,45503,643,189,Shokran Moroccan Restaurant,(773) 427-9130,60641,IL,Chicago,4027 W Irving Park,0,1,0,Sabatino's Restaurant and Lounge,(773) 283-8331,60641,IL,Chicago,4441 W Irving Park Road,0,1,1,0
8,9,454723,2798,2354,Bean Bag Cafe,(415) 563-3634,94117,CA,San Francisco,601 Divisadero St,0,1,1,Bean Bag Cafe,(415) 563-3634,94117,CA,San Francisco,601 Divisadero Street,0,0,1,1
155,156,173828,1302,789,Clinton Street Baking Company,(646) 602-6263,10002,NY,New York,4 Clinton St,1,1,0,Clinton Street Baking Company,(646) 602-6263,10002,NY,New York,4 Clinton Street,1,1,0,1
104,105,449398,2705,2308,Réveille Coffee Co.,(415) 789-6258,94114,CA,San Francisco,4076 18th St,0,1,1,Le Zinc,(415) 647-9400,94114,CA,San Francisco,4063 24th Street,0,0,1,0
208,209,186220,987,861,Luke’s Lobster,(212) 387-8487,10009,NY,New York,93 E 7th St,0,1,0,Luke's Lobster,(212) 387-8487,10009,NY,New York,93 E 7th Street,1,1,0,1
1002,1003,23719,482,104,Greek Islands Restaurant,(312) 782-9855,60661,IL,Chicago,200 S Halsted St,0,1,1,Artopolis,(312) 559-9000,60661,IL,Chicago,306 S Halsted Street,0,1,0,0
83,84,97363,322,418,The Bongo Room,(773) 489-0690,60622,IL,Chicago,1470 N Milwaukee Ave,0,1,0,The Silver Palm,(312) 666-9322,60622,IL,Chicago,768 N. Milwaukee Avenue,0,1,0,0
1056,1057,173873,1324,790,John’s Of Bleecker Street,(212) 243-1680,10014,NY,New York,278 Bleecker St,0,1,0,John's of Bleecker Street,(212) 243-1680,10014,NY,New York,278 Bleecker Street,0,1,0,1
437,438,680401,2335,3339,The 5 Point Café,(206) 508-4793,98121,WA,Seattle,415 Cedar St,0,1,1,Tilikum Place Cafe,(206) 282-4830,98121,WA,Seattle,407 Cedar Street,0,1,0,0
786,787,696985,1610,3407,Storyville Coffee Company,(206) 780-5777,98101,WA,Seattle,94 Pike St,0,1,0,Place Pigalle,(206) 624-1756,98101,WA,Seattle,Pike Place Market,0,0,1,0
637,638,119161,775,525,Koko’s Mediterranean Grille,(312) 988-0088,60622,IL,Chicago,1760 W Chicago Ave,1,1,1,Fatso's Last Stand,(773) 245-3287,60622,IL,Chicago,2258 W. Chicago Avenue,1,1,1,0
68,69,109019,285,468,Pasta Palazzo,(773) 248-1400,60614,IL,Chicago,1966 N Halsted St,0,1,0,Riccardo Trattoria,(773) 549-0038,60614,IL,Chicago,2119 N. Clark Street,0,1,0,0
464,465,670359,2159,3310,Vif Wine|Coffee,(206) 557-7357,98103,WA,Seattle,4401 Fremont Ave North,0,1,1,Beth's Cafe,(206) 782-5588,98103,WA,Seattle,7311 Aurora Avenue North,0,0,0,0
256,257,415237,2892,2069,Trick Dog,(415) 471-2999,94110,CA,San Francisco,3010 20th St,0,0,0,Trick Dog,(415) 471-2999,94110,CA,San Francisco,3010 20th Street,0,0,0,1
150,151,324104,1593,1457,Hillstone Restaurant,(212) 689-1090,10010,NY,New York,378 Park Ave S,0,0,0,Hillstone,(212) 689-1090,10010,NY,New York,378 Park Avenue S,0,0,0,1
292,293,129078,97,575,Schwa,(773) 252-1466,60622,IL,Chicago,1466 N Ashland Ave,0,0,0,Schwa,(773) 252-1466,60622,IL,Chicago,1466 N. Ashland Avenue,0,1,0,1
876,877,159109,1349,730,Bengal Tiger Indian Food,(212) 265-2703,10019,NY,New York,58 W 56th St,1,1,0,The Halal Guys,(347) 527-1505,10019,NY,New York,6th Avenue & W 53rd Street,0,0,0,0
619,620,58822,735,242,Stella Barra Pizzeria,(773) 634-4101,60614,IL,Chicago,1954 N Halsted St,0,1,1,Sapori Trattoria,(773) 832-9999,60614,IL,Chicago,2701 N Halsted Street,0,1,1,0
215,216,364992,2632,1762,Firefly Restaurant,(415) 821-7652,94114,CA,San Francisco,4288 24th St,0,0,0,La Mediterranee,(415) 431-7210,94114,CA,San Francisco,288 Noe Street,1,1,0,0
16,17,672554,1733,3318,Nishino,(206) 322-5800,98112,WA,Seattle,3130 E Madison St,0,1,0,Nishino,(206) 322-5800,98112,WA,Seattle,3130 East Madison Street,0,1,0,1
54,55,18128,519,78,Twin Anchors Restaurant & Tavern,(312) 266-1616,60614,IL,Chicago,1655 N Sedgwick St,0,1,1,Twin Anchors,(312) 266-1616,60614,IL,Chicago,1655 N. Sedgwick Street,0,1,1,1
349,350,403767,3047,2002,Atlas Cafe,(415) 648-1047,94110,CA,San Francisco,3049 20th St,0,1,1,Wise Sons,(415) 787-3354,94110,CA,San Francisco,3150 24th Street,0,1,0,0
650,651,3741,654,14,Summer House,(773) 634-4100,60614,IL,Chicago,1954 N Halsted St,0,1,1,Chicago Pizza & Oven Grinder Company,(773) 248-2570,60614,IL,Chicago,2121 N Clark Street,0,1,0,0
573,574,36627,646,154,The Bad Apple,(773) 360-8406,60618,IL,Chicago,4300 N Lincoln Ave,0,1,1,The Bad Apple,(773) 360-8406,60618,IL,Chicago,4300 N Lincoln Avenue,0,1,1,1
282,283,175625,1230,803,The Meatball Shop,(212) 982-8895,10002,NY,New York,84 Stanton St,1,1,1,Stanton Social,(212) 995-0099,10002,NY,New York,99 Stanton Street,0,0,0,0
105,106,449456,2983,2308,Subs Inc.,(415) 648-4256,94114,CA,San Francisco,1300 Castro St,0,1,0,Le Zinc,(415) 647-9400,94114,CA,San Francisco,4063 24th Street,0,0,1,0
49,50,402865,2974,1998,Curry Leaf,(415) 440-4293,94133,CA,San Francisco,943 Columbus Ave,0,1,1,Joanie's Happy Days Diner,(415) 928-4343,94133,CA,San Francisco,1329 Columbus Avenue,0,1,0,0
738,739,429429,2933,2168,Rossi’s Delicatessen,(415) 863-4533,94114,CA,San Francisco,426 Castro St,0,1,0,Chloe's Cafe,(415) 648-4116,94114,CA,San Francisco,1399 Church Street,0,1,1,0
802,803,663044,1705,3283,Café Besalu,(206) 789-1463,98107,WA,Seattle,5909 24th Ave NW,0,1,1,La Carta de Oaxaca,(206) 782-8722,98107,WA,Seattle,5431 Ballard Avenue NW,0,1,1,0
1060,1061,35322,758,148,Tortoise Supper Club,(312) 755-1700,60654,IL,Chicago,350 N State St,0,1,1,Public House,(312) 265-1240,60654,IL,Chicago,400 N State Street,1,1,0,0
196,197,270913,1001,1212,Murray’s Cheese Bar,(646) 476-8882,10014,NY,New York,264 Bleecker St,0,1,0,Blind Tiger,(212) 462-4682,10014,NY,New York,281 Bleecker Street,0,1,0,0
294,295,218358,1025,1002,Scarpetta,(212) 691-0555,10014,NY,New York,355 W 14th St,0,0,1,Extra Virgin,(212) 691-9359,10014,NY,New York,259 W 4th Street,1,1,0,0
