id,Restaurant Name,Phone,Zipcode,State,City,Address,Has Delivery,Has Take-out,Has outdoor seating
683,Tango Sur,(773) 477-5466,60613,IL,Chicago,3763 N Southport Ave,0,1,1
684,White Oak Tavern & Inn,(773) 248-0200,60614,IL,Chicago,1200 W Webster Ave,0,1,1
685,Buzz Bait Taqueria,(312) 664-2899,60611,IL,Chicago,1529 N Wells St,0,1,1
686,Gaslight Coffee Roasters,,60647,IL,Chicago,2385 N Milwaukee Ave,0,1,0
687,M2 Cafe,(312) 265-1824,60607,IL,Chicago,850 W Jackson,0,1,0
688,Andorka’s Sandwich Shop,(312) 763-6916,60608,IL,Chicago,2110 S Halsted St,1,1,0
689,Belly Shack,(773) 252-1414,60647,IL,Chicago,1912 N Western Ave,1,1,0
690,Perennial Virant,(312) 981-7070,60614,IL,Chicago,1800 N Lincoln Ave,0,1,1
691,The Warehouse Bar & Pizzeria Chicago,(773) 661-6454,60614,IL,Chicago,1419 W Fullerton Ave,1,1,1
692,Protein Bar,(312) 527-0450,60654,IL,Chicago,352 N Clark,1,1,1
693,Ten Cat Tavern,(773) 935-5377,60613,IL,Chicago,3931 N Ashland Ave,0,0,1
694,NoMI Kitchen,(312) 239-4030,60611,IL,Chicago,800 N Michigan Ave,0,0,1
695,Burger Bar Chicago - Lincoln Park,(312) 255-0055,60642,IL,Chicago,1578 N Clybourn Ave,1,1,1
696,Tea’se Tea Shoppe,(773) 599-4136,60634,IL,Chicago,5755 W Irving Park Rd,0,1,0
697,Si-Pie Pizzeria,(773) 360-1862,60657,IL,Chicago,3477 N Broadway ST,1,1,0
698,Cafe Colao,(773) 276-1780,60622,IL,Chicago,2638 W Division St,0,1,1
699,Mirai Sushi,(773) 862-8500,60622,IL,Chicago,2020 W Division St,1,1,1
700,North Pond,(773) 477-5845,60614,IL,Chicago,2610 N Cannon Dr,0,0,0
701,ZED451,(312) 266-6691,60654,IL,Chicago,739 N Clark St,0,0,1
702,Blue Door Kitchen & Garden,(312) 573-4000,60610,IL,Chicago,52 W Elm St,0,1,1
703,Sweet Maple Cafe,(312) 243-8908,60607,IL,Chicago,1339 W Taylor St,0,1,0
704,Rossi’s Liquors,(312) 644-5775,60654,IL,Chicago,412 N State St,0,0,0
705,John Hancock Center,(312) 751-3680,60611,IL,Chicago,875 N Michigan Ave,0,0,0
706,Devil Dawgs,(773) 281-4300,60614,IL,Chicago,2147 N Sheffield Ave,0,1,1
707,Afghan Kabob,(773) 427-5041,60641,IL,Chicago,4040 W Montrose Ave,1,1,0
708,Grange Hall Burger Bar,(312) 491-0844,60607,IL,Chicago,844 W Randolph St,1,1,1
709,The Twisted Vine Chicago,(773) 388-0952,60657,IL,Chicago,3530 N  Halsted St,0,0,0
710,Blaze Fast-Fire’d Pizza,(312) 255-1290,60611,IL,Chicago,227 E Ontario St,0,1,1
711,Dinkel’s Bakery,(773) 281-7300,60657,IL,Chicago,3329 N Lincoln Ave,0,1,0
712,L’Appetito,(312) 787-9881,60611,IL,Chicago,30 E Huron St,0,1,1
713,Taqueria El Tapatio,(773) 278-1468,60639,IL,Chicago,4238 W Fullerton Ave,0,1,0
714,The Eastman Egg Company,(312) 384-1011,60606,IL,Chicago,23 N Wacker Dr,1,1,0
715,Le Colonial,(312) 255-0088,60611,IL,Chicago,937 N Rush St,0,1,1
716,Mythos Greek Taverna,(773) 334-2000,60618,IL,Chicago,2030 W Montrose Ave,0,1,1
717,42 grams,,60640,IL,Chicago,4662 N Broadway,0,0,0
718,Rickshaw Republic,(773) 697-4750,60614,IL,Chicago,2312 N Lincoln Ave,1,1,0
719,Ola’s Liquor,(773) 384-7250,60622,IL,Chicago,947 N Damen Ave,0,1,0
720,Geja’s Cafe,(773) 281-9101,60614,IL,Chicago,340 W Armitage Ave,1,1,0
721,Friends Sushi,(312) 787-8998,60611,IL,Chicago,710 N Rush St,1,1,1
722,Francesca’s Cafe,(630) 407-4641,60622,IL,Chicago,852 N Damen Ave,0,1,1
723,Habana Libre Restaurant,(312) 243-3303,60642,IL,Chicago,1440 W Chicago Ave,1,1,1
724,Farmhouse,(312) 280-4960,60654,IL,Chicago,228 W Chicago Ave,0,1,1
725,Fahlstrom’s Fresh Fish Market,(773) 281-6000,60657,IL,Chicago,1258 W Belmont Ave,0,1,1
726,Templestowe Pub,(773) 681-0341,60618,IL,Chicago,3135 W Montrose,0,0,0
727,Gus’s World Famous Fried Chicken,(312) 733-1971,60607,IL,Chicago,847 West Fulton Market,0,1,1
728,Gyu-Kaku Japanese BBQ,(312) 982-2840,60607,IL,Chicago,1364 W Randolph St,0,0,0
729,Sushi Dokku,(312) 455-8238,60607,IL,Chicago,823 W Randolph St,1,1,1
730,Paddy Long’s,(773) 290-6988,60614,IL,Chicago,1028 W Diversey Pkwy,0,1,1
731,Bow Truss Coffee Roasters River North,(312) 222-1306,60654,IL,Chicago,406 N Wells St,0,1,0
732,Letizia’s Natural Bakery,(773) 342-1011,60622,IL,Chicago,2144 W Division St,1,1,1
733,El Rinconcito Cubano,(773) 489-4440,60647,IL,Chicago,3238 W Fullerton Ave,0,1,0
734,Weegee’s Lounge,(773) 384-0707,60647,IL,Chicago,3659 W Armitage Ave,0,0,1
735,Stella Barra Pizzeria,(773) 634-4101,60614,IL,Chicago,1954 N Halsted St,0,1,1
736,Devon Seafood Grill,(312) 440-8660,60611,IL,Chicago,39 E Chicago Ave,0,1,0
737,Mart Anthony’s Italian Restaurant,(312) 421-3477,60642,IL,Chicago,1200 W Hubbard St,1,1,1
738,Whirlaway Lounge,(773) 276-6809,60647,IL,Chicago,3224 W Fullerton Ave,0,0,0
739,Silom 12,(773) 489-1212,60647,IL,Chicago,1846-48 N Milwaukee Ave,1,1,0
740,D O C Wine Bar,(773) 883-5101,60614,IL,Chicago,2602 N Clark St,0,0,0
741,LD Pho,(773) 961-8551,60625,IL,Chicago,4722 N Kedzie Ave,1,1,0
742,The Dearborn,(312) 384-1242,60602,IL,Chicago,145 N Dearborn St,0,1,0
743,ORD Pizzeria,(773) 327-9200,60613,IL,Chicago,1607 W Montrose Ave,1,1,1
744,Allium,(312) 799-4900,60611,IL,Chicago,120 E Delaware Pl,0,0,0
745,Izakaya Mita,(773) 799-8677,60647,IL,Chicago,1960 N Damen Ave,0,1,0
746,Cole’s,(773) 276-5802,60647,IL,Chicago,2338 N Milwaukee Ave,0,0,0
747,Hachi’s Kitchen,(773) 276-8080,60647,IL,Chicago,2521 N California Ave,1,1,1
748,Alliance Bakery & Cafe,(773) 278-0366,60622,IL,Chicago,1736 W Division St,0,1,1
749,Compass Bar,(773) 248-3230,60614,IL,Chicago,433 W Diversey Pkwy,1,1,1
750,Da Rae Jung,(773) 907-9155,60625,IL,Chicago,5220 N Lincoln Ave,0,1,0
751,Kiki’s Bistro,(312) 335-5454,60610,IL,Chicago,900 N Franklin St,0,1,1
752,Kabobi Grill,(773) 583-1400,60625,IL,Chicago,4748 N Kedzie Ave,1,1,0
753,Bar Takito,(312) 888-9485,60607,IL,Chicago,201 N Morgan St,0,0,1
754,Julius Meinl,(773) 883-1862,60613,IL,Chicago,3601 N Southport Ave,0,1,1
755,Starbucks,(773) 281-6272,60618,IL,Chicago,2023 W Roscoe St,0,1,1
756,Chief O’Neill’s Pub & Restaurant,(773) 583-3066,60618,IL,Chicago,3471 N Elston Ave,1,1,1
757,Danny’s Egghead Diner,(773) 857-0171,60618,IL,Chicago,2012 W Irving Park Rd,1,1,0
758,Tortoise Supper Club,(312) 755-1700,60654,IL,Chicago,350 N State St,0,1,1
759,Crosby’s Kitchen,(773) 883-2525,60657,IL,Chicago,3455 N Southport Ave,0,1,1
760,Dollop Lakeview,(773) 661-9341,60657,IL,Chicago,824 W Belmont Ave,0,1,0
761,Fabcakes,(312) 397-3300,60654,IL,Chicago,714 N Wells St,0,1,1
762,George Street Pub,(773) 661-6635,60657,IL,Chicago,2858 N Halsted St,0,0,1
763,Max’s Take Out,(312) 553-0170,60603,IL,Chicago,20 E Adams St,1,1,0
764,Milk Room,(312) 792-3535,60603,IL,Chicago,12 S Michigan,0,0,0
765,Original Pancake House,(312) 642-7917,60611,IL,Chicago,22 E Bellevue Pl,0,1,1
766,Hakka Bakka,(872) 802-3968,60614,IL,Chicago,1251 W Fullerton Ave,1,1,0
767,Shiawase Restaurant,(773) 883-8888,60657,IL,Chicago,3422 N Broadway St,1,1,1
768,MingHin Cuisine,(312) 228-1333,60601,IL,Chicago,333 E Benton Pl,1,1,1
769,Jubilee Juice & Grill,(312) 491-8500,60661,IL,Chicago,140 N Halsted St,1,1,0
770,Kim & Carlo’s Hot Dog Stand,,60605,IL,Chicago,1400 S Lake Shore Dr,0,1,1
771,Hash,(773) 661-2964,60622,IL,Chicago,1357 N Western Ave,1,1,1
772,Riccardo Trattoria,(773) 549-0038,60614,IL,Chicago,2119 N Clark St,0,1,0
773,River Roast,(312) 822-0100,60654,IL,Chicago,315 N La Salle Dr,1,1,1
774,El Taco Veloz,(312) 738-0363,60622,IL,Chicago,1745 W Chicago Ave,0,1,0
775,Koko’s Mediterranean Grille,(312) 988-0088,60622,IL,Chicago,1760 W Chicago Ave,1,1,1
776,Tiny Lounge,(773) 463-0396,60618,IL,Chicago,4352 N Leavitt St,0,1,1
777,The Book Cellar,(773) 293-2665,60625,IL,Chicago,4736-38 N Lincoln Ave,0,0,0
778,Osteria La Madia,(312) 329-0400,60654,IL,Chicago,59 W Grand Ave,1,1,0
779,Morton’s The Steakhouse,(312) 266-4820,60610,IL,Chicago,1050 N. State St.,0,0,0
780,Patsy’s Place,(773) 248-2825,60657,IL,Chicago,2825 N Lincoln Ave,0,1,1
781,Carniceria Guanajuato,(773) 267-7739,60618,IL,Chicago,3140 N California Ave,0,1,0
782,Lou Malnati’s Pizzeria,(312) 243-4000,60607,IL,Chicago,1235 W Randolph St,1,1,1
783,Nami Sushi Bar,(872) 241-4407,60613,IL,Chicago,1828 W Montrose Ave,1,1,0
784,Charleston,(773) 489-4757,60647,IL,Chicago,2076 N Hoyne Ave,0,0,0
785,New City Moving,(800) 733-6644,60647,IL,Chicago,2358 N Damen Ave,0,0,0
786,Fat Willy’s Rib Shack,(773) 782-1800,60647,IL,Chicago,2416 W Schubert Ave,1,1,1
787,Farm Bar Lakeview,(773) 281-2599,60657,IL,Chicago,1300 W Wellington Ave,1,1,0
788,O’Cha Thai Cuisine,(773) 235-6242,60647,IL,Chicago,2062 N Damen Ave,1,1,0
789,Sunset Pho Caffe,(773) 275-2327,60659,IL,Chicago,5726 N Western Ave,1,1,1
790,Rubi’s at the New Maxwell Street Market,(773) 318-9526,60607,IL,Chicago,800 S DesPlaines St,0,1,1
791,Frasca,(773) 248-5222,60657,IL,Chicago,3358 N Paulina St,0,1,1
792,Royal Thai Restaurant,(773) 509-0007,60618,IL,Chicago,2209 W Montrose Ave,1,1,0
793,Las Tablas Colombian Steakhouse,(773) 871-2414,60657,IL,Chicago,2942 N Lincoln Ave,0,1,0
794,Fat Rice,(773) 661-9170,60647,IL,Chicago,2957 W Diversey Ave,0,0,1
795,Style Matters,(773) 278-3467,60612,IL,Chicago,2324 W Fulton,0,0,0
796,O’s Tap,(773) 342-8945,60647,IL,Chicago,2044 N Western Ave,0,0,0
797,Azteca Grill,(773) 857-6565,60613,IL,Chicago,3731 N Clark St,1,1,0
798,Spacca Napoli,(773) 878-2420,60640,IL,Chicago,1769 W Sunnyside Ave,0,0,1
799,First Draft,(312) 461-1062,60605,IL,Chicago,649 S Clark St,0,1,0
800,Bryn Mawr Breakfast Club,(872) 208-7079,60659,IL,Chicago,3401 W Bryn Mawr Ave,0,1,0
801,Yelp’s 12th Burstday Aboard THE ZEPHYR,,10038,NY,New York,South Street Seaport,0,0,0
802,Coffee Project New York,(212) 228-7888,10003,NY,New York,239 E 5th St,0,1,0
803,Brooklyn Bridge Park,(718) 222-9939,11201,NY,Brooklyn,334 Furman St,0,0,0
804,Brooklyn Heights Promenade,(212) 639-9675,11201,NY,Brooklyn,Columbia Heights,0,0,0
805,Brooklyn Bridge,,11201,NY,Brooklyn,334 Furman St,0,0,0
806,La Contenta,(212) 432-4180,10002,NY,New York,102 Norfolk St,1,1,1
807,Los Tacos No.1,(212) 256-0343,10011,NY,New York,75 9th Ave,0,1,0
808,Ruffian Wine Bar & Chef’s Table,(212) 777-0855,10009,NY,New York,125 E 7th St,0,0,0
809,Kura,(212) 228-1010,10009,NY,New York,130 St Marks Pl,0,0,0
810,Matcha Cafe Wabi,,10009,NY,New York,233 E 4th St,0,1,0
811,Jungsik,(212) 219-0900,10013,NY,New York,2 Harrison St,0,0,0
812,Faicco’s Italian Specialties,(212) 243-1974,10014,NY,New York,260 Bleecker St,0,1,0
813,Porto Rico Importing Company,(212) 477-5421,10012,NY,New York,201 Bleecker St,0,1,1
814,Miscelanea NY,(212) 253-0277,10003,NY,New York,63 E 4th St,1,1,0
815,The High Line,(212) 206-9922,10014,NY,New York,820 Washington St,0,0,0
816,Bergen Hill,(212) 260-2182,10003,NY,New York,64 Cooper Sq,0,0,0
817,Pisillo Italian Panini,(212) 227-3104,10038,NY,New York,97 Nassau St,1,1,0
818,Manousheh,(347) 971-5778,10012,NY,New York,193 Bleecker St,1,1,0
819,McNulty’s Tea & Coffee Co,(212) 242-5351,10014,NY,New York,109 Christopher St,0,1,0
820,Prince Street Pizza,(212) 966-4100,10012,NY,New York,27 Prince St,1,1,0
821,Beyond Sushi,(646) 861-2889,10003,NY,New York,229 E 14th St,1,1,0
822,Upstate,(917) 408-3395,10003,NY,New York,95 1st Ave,0,0,0
823,Gramercy Tavern,(212) 477-0777,10003,NY,New York,42 E 20th St,0,0,0
824,9/11 Tribute Center,(212) 393-9160,10006,NY,New York,120 Liberty St,0,0,0
825,Ichimura At Brushstroke,(212) 791-3771,10013,NY,New York,30 Hudson St,0,0,0
826,Arcade Bakery,(212) 227-7895,10013,NY,New York,220 Church St,0,1,0
827,Eleven Madison Park,(212) 889-0905,10010,NY,New York,11 Madison Ave,0,0,0
828,Bouley,(212) 964-2525,10013,NY,New York,163 Duane St,0,0,0
829,Taïm Falafel and Smoothie Bar,(212) 691-1287,10014,NY,New York,222 Waverly Pl,1,1,0
830,Bryant Park,(212) 768-4242,10018,NY,New York,41 W 40th St,0,0,0
831,Senza Gluten,(212) 475-7775,10012,NY,New York,206 Sullivan St,1,1,1
832,Kam Hing Coffee Shop,(212) 925-0425,10013,NY,New York,118 Baxter St,0,1,0
833,RISE Coffee,(401) 484-7473,10002,NY,New York,85 Stanton St,0,1,0
834,Thursday Kitchen,(646) 755-8088,10009,NY,New York,424 E 9th St,0,1,0
835,Gantry Plaza State Park,(718) 786-6385,11101,NY,New York,"474 48th Ave, Long Island City",0,0,0
836,Grand Central Terminal,(212) 340-2583,10017,NY,New York,89 E 42nd St,0,0,0
837,Whiskey Tavern,(212) 374-9119,10013,NY,New York,79 Baxter St,0,0,1
838,Juliana’s Pizza,(718) 596-6700,11201,NY,Brooklyn,19 Old Fulton St,0,1,1
839,Wah Fung No 1 Fast Food,(212) 925-5175,10002,NY,New York,79 Chrystie St,0,1,0
840,Despaña,(212) 219-5050,10013,NY,New York,408 Broome St,1,1,0
841,Bohemian Restaurant,,10012,NY,New York,57 Great Jones St,0,0,0
842,Russ & Daughters,(212) 475-4880,10002,NY,New York,179 E Houston St,1,1,0
843,The Greek,(646) 476-3941,10013,NY,New York,458 Greenwich St,0,1,0
844,Abraço,,10003,NY,New York,86 E 7th St,0,1,1
845,Nish Nush,(212) 964-1318,10013,NY,New York,88 Reade St,1,1,0
846,Simple,(646) 870-8292,10002,NY,New York,109 Eldridge St,1,1,0
847,Chobani SoHo,(212) 364-3970,10012,NY,New York,152 Prince St,0,1,0
848,Voyager Espresso,(646) 885-6792,10038,NY,New York,110 William St,0,1,0
849,Breakroom,(212) 227-2802,10013,NY,New York,83 Baxter St,1,1,0
850,Dan and John’s Wings,(212) 858-9935,10003,NY,New York,135 1st Ave,1,1,0
851,Doughnut Plant,(212) 505-3700,10002,NY,New York,379 Grand St,0,1,1
852,Song E Napule,(212) 533-1242,10012,NY,New York,146 W Houston St,1,1,1
853,Wafels & Dinges,(866) 429-7329,10011,NY,New York,New York,1,1,0
854,Fresco Gelateria,(212) 677-6320,10003,NY,New York,138 2nd Ave,1,1,0
855,The GoGo Grill,(646) 425-1905,10004,NY,New York,1 Broadway,0,1,0
856,Cheeky Sandwiches,(646) 504-8132,10002,NY,New York,35 Orchard St,0,1,0
857,La Margarita Pizza,(212) 228-1233,10002,NY,New York,151 Ludlow St,1,1,0
858,Housing Works Bookstore Café,(212) 334-3324,10012,NY,New York,126 Crosby St,0,1,0
859,McNally Jackson,(212) 274-1160,10012,NY,New York,52 Prince St,0,1,0
860,bibi,(212) 673-2424,10009,NY,New York,211 E 4th St,0,0,0
861,Chef’s Table at Brooklyn Fare,(718) 243-0050,11201,NY,Brooklyn,200 Schermerhorn St,0,0,0
862,Cafe Katja,(212) 219-9545,10002,NY,New York,79 Orchard St,0,1,0
863,L’Artusi,(212) 255-5757,10014,NY,New York,228 W 10th St,0,0,0
864,Petee’s Pie Company,(212) 966-2526,10002,NY,New York,61 Delancey St,1,1,0
865,Prospect Park,(718) 965-8951,11215,NY,Brooklyn,95 Prospect Park W,0,0,0
866,Raku,(212) 228-1324,10003,NY,New York,342 E 6th St,1,1,0
867,BeeHive Oven Biscuit Cafe,(347) 987-4960,11211,NY,Brooklyn,182 S 2nd St,1,1,0
868,Luke’s Lobster,(212) 747-1700,10004,NY,New York,26 S William St,0,1,0
869,Aahar Indian Cuisine,(646) 649-3374,10007,NY,New York,10 Murray St,1,1,0
870,Ray’s Candy Store,,10009,NY,New York,113 Ave A,0,1,0
871,La Colombe Coffee,(212) 625-1717,10012,NY,New York,270 Lafayette St,0,1,0
872,Frisson Espresso,(646) 850-3928,10036,NY,New York,326 W 47th St,0,1,0
873,The Moonlight Mile,(718) 389-3904,11222,NY,Brooklyn,200 Franklin St,0,0,0
874,Rizzo’s Fine Pizza Co,(646) 454-1262,10002,NY,New York,17 Clinton St,1,1,0
875,Central Park,(212) 310-6600,10022,NY,New York,14 E 60th St,0,0,0
876,Gaia Italian Café,(646) 350-3977,10002,NY,New York,251 E Houston St,0,0,0
877,The Eddy,(646) 895-9884,10003,NY,New York,342 E 6th St,0,0,0
878,Green-Wood,(718) 768-7300,11232,NY,Brooklyn,500 - 25th St,0,0,0
879,Flatiron Building,,10010,NY,New York,175 5th Ave & Broadway,0,0,0
880,Harry & Ida’s Meat and Supply,(646) 864-0967,10009,NY,New York,189 Ave A,1,1,0
881,Govinda’s Vegetarian,(718) 855-6714,11217,NY,Brooklyn,305 Schermerhorn St,0,1,0
882,Pylos,(212) 473-0220,10009,NY,New York,128 E 7th St,0,1,0
883,12 Corners,(646) 717-2849,10002,NY,New York,155 E Broadway,0,1,0
884,Baba’s Pierogies,(718) 222-0777,11215,NY,Brooklyn,295 3rd Ave,1,1,0
885,Sushi Nakazawa,(212) 924-2212,10014,NY,New York,23 Commerce St,0,0,0
886,Greecologies,(212) 941-0100,10013,NY,New York,379 Broome St,0,1,1
887,Arts and Crafts Beer Parlor,(646) 678-5263,10011,NY,New York,26 W 8th St,0,0,0
888,Patsys Pizzeria,(718) 622-2268,11217,NY,Brooklyn,450 Dean St,0,1,1
889,La Goulette,(347) 689-4126,11249,NY,Brooklyn,159 Grand St,0,1,0
890,NY Dosas,(917) 710-2092,10014,NY,New York,50 Washington Sq S,0,1,1
891,Breads Bakery,(212) 633-2253,10003,NY,New York,18 E 16th St,0,1,0
892,Gotham Bar and Grill,(212) 620-4020,10003,NY,New York,12 E 12th St,0,0,0
893,Top of the Rock,(212) 698-2000,10112,NY,New York,30 Rockefeller Ctr,0,0,0
894,Kyo Ya,(212) 982-4140,10009,NY,New York,94 E 7th St,0,0,0
895,La Sirene,(212) 925-3061,10013,NY,New York,558 Broome St,0,0,0
896,Kitchen Grill Indian Restaurant,(718) 789-7800,11238,NY,Brooklyn,914A Fulton St,1,1,0
897,Angel’s Share,(212) 777-5415,10003,NY,New York,8 Stuyvesant St,0,0,0
898,Amélie,(212) 533-2962,10011,NY,New York,22 W 8th St,0,0,0
899,Hudson Eats At Brookfield Place,(212) 978-1698,10281,NY,New York,225 Liberty St,0,1,1
900,Chickpea & Olive,(347) 994-9442,11215,NY,Brooklyn,214 3rd St,0,1,1
901,Burger & Lobster,(646) 833-7532,10011,NY,New York,39 W 19th St,0,1,0
902,The MasalaWala,(212) 358-9300,10002,NY,New York,179 Essex St,1,1,1
903,Kichin,(718) 599-1002,11211,NY,Brooklyn,297 Broadway,1,1,0
904,La Colombe Coffee,(212) 677-5834,10003,NY,New York,400 Lafayette St,0,1,1
905,Doka Square,(646) 918-7919,10002,NY,New York,53 Delancey St,0,1,0
906,6BC Botanical Garden,,10009,NY,New York,622 6th St,0,0,0
907,Governors Island National Monument,(212) 825-3045,10004,NY,New York,10 S St,0,0,0
908,Parisi Bakery,(212) 226-6378,10012,NY,New York,198 Mott St,0,1,0
909,Lucali,(718) 858-4086,11231,NY,Brooklyn,575 Henry St,0,1,0
910,Le Bernardin,(212) 554-1515,10019,NY,New York,155 W 51st St,0,0,0
911,The Blue Light Speak Cheesy,(714) 519-6374,11222,NY,Brooklyn,114 Greenpoint Ave,0,1,1
912,Atera,(212) 226-1444,10013,NY,New York,77 Worth St,0,0,0
913,Mamoun’s Falafel,(212) 674-8685,10012,NY,New York,119 MacDougal St,0,1,1
914,Pocket Bar NYC,(646) 682-9062,10036,NY,New York,455 W 48th St,0,0,0
915,The Boil,(212) 925-8815,10002,NY,New York,139 Chrystie St,0,1,0
916,Kiki’s,(646) 882-7052,10002,NY,New York,130 Division St,0,1,0
917,Empire-Fulton Ferry State Park,(718) 858-4708,11201,NY,Brooklyn,26 New Dock St,0,0,0
918,Sunny’s Bar,(718) 625-8211,11231,NY,Brooklyn,253 Conover St,0,0,1
919,Round K,(917) 475-1423,10002,NY,New York,99 Allen St,0,1,0
920,Hawa Smoothies & Bubble Tea,(646) 864-1090,10009,NY,New York,422 E 14th St,0,1,0
921,Pause Cafe,(212) 677-5415,10002,NY,New York,3 Clinton St,1,1,1
922,The Jolly Goat Coffee Bar,(646) 509-8957,10036,NY,New York,515 W 47th St,0,1,0
923,Pates Et Traditions,(718) 302-1878,11211,NY,Brooklyn,52 Havemeyer St,1,1,1
924,Il Bambino,(212) 228-2466,10011,NY,New York,48 W 8th St,1,1,0
925,Sunny and Annie’s,(212) 677-3131,10003,NY,New York,94 Ave B,1,1,0
926,Traif,(347) 844-9578,11211,NY,Brooklyn,229 S 4th St,0,0,1
927,Café Integral,(646) 801-5747,10013,NY,New York,135 Grand St,0,1,0
928,Taureau,(212) 228-2222,10013,NY,New York,558 Broome St,0,0,0
929,Cafe Mogador,(718) 486-9222,11211,NY,Brooklyn,133 Wythe Ave,0,1,1
930,Best Bagel and Coffee,(212) 564-4409,10001,NY,New York,225 W 35th St,0,1,0
931,Bowery Ballroom,(212) 533-2111,10002,NY,New York,6 Delancey St,0,0,0
932,The Wayland,(212) 777-7022,10009,NY,New York,700 E 9th St,0,0,0
933,Washington Square Park,,10011,NY,New York,1 Washington Sq E,0,0,0
934,Dinnertable,,10009,NY,New York,206 Avenue A,0,0,0
935,Kopitiam,(646) 894-7081,10002,NY,New York,51B Canal St,0,1,0
936,Lorimer Market,(718) 389-2691,11211,NY,Brooklyn,620 Lorimer St,1,1,0
937,Statue of Liberty,(212) 363-3200,10004,NY,New York,Liberty Island,0,0,0
938,Per Se,(212) 823-9335,10019,NY,New York,10 Columbus Cir,0,0,0
939,Tac N Roll,(212) 353-0800,10003,NY,New York,124 E 4th St,1,1,1
940,Yerba Buena,(212) 529-2919,10009,NY,New York,23 Ave A,1,1,0
941,Stumptown Coffee Roasters,(855) 711-3385,10001,NY,New York,20 W 29th St,0,1,0
942,Aquagrill,(212) 274-0505,10012,NY,New York,210 Spring Street,0,1,1
943,Blue Hill,(212) 539-1776,10011,NY,New York,75 Washington Pl,0,0,0
944,Siggy’s Good Food,(212) 226-5775,10012,NY,New York,292 Elizabeth St,1,1,0
945,Bluestockings,(212) 777-6028,10002,NY,New York,172 Allen St,0,0,0
946,Juicology,(212) 695-0628,10001,NY,New York,387 8th Ave,0,1,0
947,Pommes Frites,(212) 674-1234,10012,NY,New York,128 Macdougal St,0,1,0
948,McSorley’s Old Ale House,(212) 473-9148,10003,NY,New York,15 E 7th St,0,0,0
949,Old Man Hustle,(212) 253-7747,10002,NY,New York,39 Essex St,0,0,0
950,New York City,,10004,NY,New York, NY 100,0,0,0
951,Adoro Lei,(646) 666-5096,10013,NY,New York,287 Hudson St,1,1,0
952,Blue Ribbon,(212) 691-0404,10014,NY,New York,34 Downing St,0,0,0
953,Bombay Grill,(718) 484-0004,11216,NY,Brooklyn,1176 Bedford Ave,1,1,0
954,Blue Ribbon Brasserie,(212) 274-0404,10012,NY,New York,97 Sullivan St,0,0,0
955,Shu Jiao Fu Zhou Cuisine Restaurant,(212) 625-2532,10002,NY,New York,118 Eldridge St,0,1,0
956,Annisa,(212) 741-6699,10014,NY,New York,13 Barrow St,0,0,0
957,Galata Mediterranean Cuisine,(212) 683-9206,10016,NY,New York,212 E 34th St,1,1,0
958,Dear Irving,,10003,NY,New York,55 Irving Pl,0,0,0
959,Daniel,(212) 288-0033,10065,NY,New York,60 E 65th St.,0,0,0
960,New York Bakery,(212) 213-2838,10001,NY,New York,51 W 29th St,0,1,0
961,Amor y Amargo,(212) 614-6818,10009,NY,New York,443 E 6th St,0,0,0
962,Scalini Fedeli,(212) 528-0400,10013,NY,New York,165 Duane St,0,0,0
963,Greenacre Park,(212) 838-0528,10022,NY,New York,217 E 51st St,0,0,0
964,Caracas Arepa Bar,(212) 529-2314,10009,NY,New York,93 1/2 E 7th St,0,1,0
965,Paulie Gee’s,(347) 987-3747,11222,NY,Brooklyn,60 Greenpoint Ave,0,0,0
966,Sun’s Organic Garden,(917) 362-6662,10013,NY,New York,79 Bayard St,0,1,0
967,Taim Mobile Falafel & Smoothie Truck,(212) 219-2216,10014,NY,New York,New York,0,1,1
968,Taboonette,(212) 510-7881,10003,NY,New York,30 E 13th St,1,1,0
969,City of Saints Coffee Roasters,(646) 590-1624,10003,NY,New York,79 E 10th St,0,1,0
970,Caffe Vita,(212) 260-8482,10002,NY,New York,124 Ludlow St,0,1,0
971,The Musket Room,(212) 219-0764,10012,NY,New York,265 Elizabeth St,0,0,0
972,Fishmarket Restaurant,(917) 363-8101,10038,NY,New York,111 South St,1,1,0
973,Jonny’s Panini,(646) 484-5733,10018,NY,New York,493A 9th Ave,1,1,0
974,Sushi Azabu,(212) 274-0428,10013,NY,New York,428 Greenwich St,1,1,0
975,by CHLOE,(917) 743-5907,10012,NY,New York,185 Bleecker St,0,1,1
976,DOMODOMO,(646) 707-0301,10012,NY,New York,138 W Houston St,0,0,0
977,Takashi,(212) 414-2929,10014,NY,New York,456 Hudson St,0,0,0
978,Bread & Joe,(347) 223-4865,11215,NY,Brooklyn,618 4th Ave,0,1,0
979,Lois,(212) 475-1400,10009,NY,New York,98 Loisaida Ave,0,0,0
980,Battery Park,,10079,NY,New York,State St & Battery Pl,0,0,0
981,Xe May Sandwich Shop,(212) 388-1688,10009,NY,New York,96 Saint Marks Pl,1,1,0
982,Midwinter Kitchen,(212) 505-8500,10003,NY,New York,327 2nd Ave,0,1,0
983,Pier 25,(212) 766-1104,10013,NY,New York,225 W St,0,0,0
984,Stumptown,(347) 414-7802,10011,NY,New York,30 W 8th St,0,1,0
985,Bobwhite Counter,(212) 228-2972,10009,NY,New York,94 Ave C,1,1,0
986,Bar B,(212) 229-1888,10011,NY,New York,84 7th Ave,0,1,0
